4.0	205.0	32.7169988	-116.8761347	0.25	0.42	1013.7	90.47	90.3	71.26	70.71
2.0	260.0	47.4977041677	92.6868613203	0.02	0.01	1013.42	64.82	67.15	36.15	35.6
4.0	201.0	32.0136811647	-110.9226609687	0.04	0.07	1008.18	102.93	99.96	76.36	78.13
4.0	202.0	31.3996366667	-108.56143	0.22	0.24	1011.19	95.65	95.55	69.66	66.52
3.0	197.0	23.2986391151	-106.4136383901	0.0	0.0	1012.5	87.29	91.33	74.66	74.66
4.0	206.0	32.9622930399	-116.5733668953	0.27	0.26	1013.4	80.66	84.99	67.92	68.71
2.0	157.0	-19.2331138121	23.0809514377	0.02	0.01	1019.4	87.52	86.13	47.96	47.06
4.0	218.0	30.5042865686	-104.1144140087	0.06	0.0	1012.72	92.5	91.53	67.63	69.62
2.0	273.0	-18.5286927509	24.5038986437	0.02	0.07	1016.12	90.69	97.02	72.62	69.93
1.0	177.0	43.9434094775	-110.4252133723	0.45	0.74	1012.83	72.23	65.97	43.16	35.61
3.0	192.0	32.2157886205	-110.6035296519	0.08	0.68	1012.22	77.02	78.28	63.47	64.45
3.0	164.0	23.3593638677	-106.5735046475	0.0	0.0	1007.61	87.26	86.14	78.95	77.13
4.0	208.0	38.7650474365	-120.6748381267	0.0	0.0	1016.62	92.83	88.69	71.58	72.79
4.0	211.0	32.8230781555	-107.5394668579	0.09	0.14	1014.77	88.17	88.87	65.07	67.64
4.0	207.0	31.7007842884	-110.821908219	0.26	0.39	1012.92	86.07	81.29	63.39	60.3
2.0	35.0	10.5911072498	-83.4773236543	0.26	0.38	1013.12	81.55	80.95	74.32	74.82
3.0	247.0	32.0790705454	-110.725001425	0.11	0.0	1010.32	99.27	98.56	70.73	69.74
4.0	215.0	30.1554945	-102.4534216667	0.0	0.0	1010.58	101.76	98.15	73.61	72.53
2.0	283.0	-33.5230542725	26.1063970962	0.03	0.02	1014.07	72.94	93.64	55.38	59.61
4.0	215.0	30.1554903947	-102.4534818717	0.0	0.0	1010.58	101.76	98.15	73.61	72.53
1.0	208.0	39.3185467252	-120.610342941	0.0	0.2	1016.19	82.52	78.43	60.26	61.89
4.0	199.0	40.1606551807	-111.5695845331	0.0	0.0	1009.13	89.67	88.05	61.87	60.72
2.0	42.0	21.6546305712	-105.4019641628	0.05	0.07	1012.86	81.3	81.19	63.98	64.93
2.0	351.0	-33.6673706158	26.6874868766	0.1	0.11	1010.97	83.69	81.54	71.51	67.5
4.0	197.0	41.0567941235	-77.8290616617	0.46	0.0	1018.19	82.98	80.22	59.45	56.61
2.0	82.0	-22.062571296	29.0708397639	0.09	0.02	1018.25	87.89	89.99	68.35	71.93
3.0	131.0	23.257127114	-106.5867681947	0.0	0.0	1012.89	86.67	86.14	68.14	73.53
4.0	199.0	30.2554952565	-97.7351034615	0.01	0.01	1014.2	96.99	96.61	77.61	78.15
1.0	202.0	30.4485051115	-86.5643240076	0.41000000000000003	1.0	1017.11	86.73	84.29	73.7	73.66
1.0	199.0	35.7737193125	-91.9243024661	0.08	0.29	1015.02	93.24	93.98	72.17	74.11
4.0	216.0	33.5473617713	-112.01369283	0.0	0.13	1008.5	106.3	107.16	83.34	81.47
4.0	206.0	41.2587488812	-77.8125609103	0.06	0.62	1022.34	76.9	75.34	54.67	56.01
2.0	86.0	11.206517157	1.4795686223	0.03	0.19	1010.29	103.45	103.36	79.3	79.87
2.0	242.0	-2.5097160976	34.4022136889	0.01	0.24	1013.76	82.18	80.43	59.82	61.28
1.0	222.0	44.8224133333	-79.2026133333	0.21	0.34	1012.18	68.79	72.24	50.22	59.2
1.0	222.0	48.3691287365	-123.5304621733	0.87	0.0	1014.37	62.66	63.3	57.5	56.92
1.0	169.0	45.4016952515	-122.1190109253	0.34	0.06	1022.5	68.01	74.41	52.2	53.44
1.0	221.0	46.9338583333	-113.96187	0.85	0.15	1012.0	73.49	91.12	60.57	64.95
3.0	145.0	32.1928093119	-110.7405536014	0.0	0.0	1007.66	87.63	84.47	54.04	48.74
3.0	205.0	29.346574039	-110.940022278	0.74	0.86	1013.89	94.07	104.53	75.94	72.55
2.0	142.0	-22.7128255282	31.1682041323	0.17	0.03	1022.16	79.38	87.59	63.03	57.27
2.0	316.0	-17.9127934935	24.9271940612	0.02	0.01	1014.2	94.93	95.87	67.39	66.21
2.0	10.0	-0.5091088612	-77.5750667458	0.99	0.86	1012.38	68.75	73.82	59.9	59.23
2.0	57.0	-3.1855238878	35.5720006927	0.18	0.65	1010.79	84.2	79.25	55.74	56.92
1.0	203.0	40.4605666667	-121.4583283333	0.01	0.03	1015.81	69.65	67.75	45.6	46.34
4.0	202.0	40.1263907287	-105.294498615	0.6000000000000001	0.8	1017.57	79.07	82.71	56.08	61.22
2.0	198.0	-1.1555404889	35.0909254115	0.44	0.52	1016.78	74.51	74.1	57.08	58.48
3.0	86.0	33.2702345125	-112.6718717068	0.0	0.0	1008.73	81.61	81.24	55.11	52.89
1.0	215.0	52.8807666667	-118.0366888333	1.0	1.0	1020.31	63.91	67.47	43.47	43.01
1.0	191.0	46.0808565704	142.1902239455	0.05	0.08	1018.01	54.23	58.27	50.44	51.22
1.0	209.0	37.2328648763	-106.4727311769	0.32	0.39	1017.24	72.93	72.0	47.32	48.43
1.0	204.0	41.30843382	-120.27672426	0.04	0.02	1016.02	79.21	80.31	52.62	53.88
1.0	216.0	35.635900477	-83.9964080559	0.67	0.33	1014.91	85.47	89.76	69.59	67.24
3.0	138.0	23.2318027435	-106.4414759076	0.0	0.0	1011.64	86.2	85.34	70.99	75.57
1.0	195.0	39.4428676677	-79.2375990985	0.12	0.07	1019.14	79.37	79.46	64.3	61.19
4.0	200.0	30.6756614194	-104.0933553528	0.04	0.09	1010.78	86.79	85.16	67.14	65.15
1.0	220.0	29.3544492106	-108.2509038849	0.85	0.81	1015.85	76.75	77.93	59.95	59.26
3.0	242.0	31.5849749658	-111.3546606365	0.0	0.0	1015.0	95.2	95.52	63.29	61.44
2.0	278.0	-17.3795737796	-56.617057996	0.18	0.4	1013.25	92.81	91.68	71.88	72.78
3.0	138.0	32.4398051315	-110.4013328824	0.0	0.0	1015.0	78.21	80.47	54.23	45.39
2.0	96.0	-21.7878185533	23.6093820621	0.14	0.17	1013.35	88.86	91.14	65.07	67.97
4.0	200.0	38.9952166667	-122.9435416667	0.0	0.0	1009.81	87.65	86.31	60.8	63.11
2.0	113.0	-25.0420522089	27.0250434414	0.81	0.88	1018.63	74.48	79.15	58.78	59.67
1.0	190.0	58.554984	-155.791548	0.11	0.06	1005.36	86.74	86.97	61.37	59.14
4.0	204.0	37.0904197693	-113.8464813232	0.2	0.0	1013.16	89.64	94.25	76.5	71.46
2.0	77.0	-19.1115686564	15.9697185112	0.02	0.03	1009.3	103.94	102.18	80.84	75.71
3.0	89.0	32.2079845708	-110.7909935501	0.0	0.0	1013.02	78.51	79.24	45.37	46.98
3.0	101.0	32.0046845375	-110.6063898463	0.0	0.0	1010.54	75.42	64.13	40.67	41.75
3.0	123.0	32.2910536989	-110.6576625229	0.0	0.0	1008.1	82.11	85.72	55.04	56.03
4.0	202.0	34.3713624881	-117.7544699933	0.0	0.0	1011.33	81.49	73.93	59.84	55.19
2.0	255.0	-17.2381523959	-56.9452566611	0.0	0.0	1008.85	101.97	102.79	69.72	70.95
3.0	211.0	31.9853911477	-109.0113923898	0.0	0.27	1015.0	97.45	96.87	74.96	68.89
2.0	300.0	-15.8202992299	34.6452255989	0.0	0.02	1017.88	87.6	90.39	63.31	62.68
4.0	206.0	31.7614583333	-110.8873533333	0.4	0.7000000000000001	1012.67	91.39	86.5	67.21	70.83
1.0	183.0	53.86947	-122.8381116667	0.02	0.67	1017.48	74.03	64.64	35.47	44.36
4.0	200.0	30.4107418576	-102.9583302119	0.02	0.06	1011.35	89.54	88.76	68.37	65.8
3.0	134.0	32.5232524771	-111.4565145982	0.0	0.0	1015.0	99.5	99.4	66.14	64.87
4.0	221.0	33.5668525696	-112.4977493286	0.05	0.01	1008.08	99.51	106.45	87.21	83.35
4.0	222.0	31.4317	-111.1856783333	1.0	0.5700000000000001	1011.89	75.09	89.0	67.79	71.23
2.0	82.0	-19.3109311262	22.8140439598	0.06	0.02	1011.56	97.78	100.58	70.09	68.34
4.0	215.0	30.0207211796	-103.2758500184	0.02	0.0	1012.5	101.71	98.29	68.66	67.87
3.0	207.0	32.2240250571	-110.7347394782	0.0	0.0	1012.46	97.08	94.75	75.22	72.78
4.0	214.0	34.2196252836	-116.9198217988	0.0	0.0	1013.88	76.59	75.32	61.35	60.33
1.0	189.0	38.6705741945	-78.3335986145	0.9	0.85	1014.32	72.72	78.85	61.35	66.78
4.0	203.0	35.9836294088	-117.9307366065	0.09	0.0	1013.72	96.92	97.47	76.05	71.14
3.0	148.0	32.9822982091	-109.2423126545	0.0	0.0	1006.74	91.26	91.26	56.49	55.28
3.0	119.0	23.3385836549	-106.4830453177	0.03	0.02	1011.87	84.06	86.59	62.51	59.18
2.0	182.0	21.6159942271	-105.4462257026	0.0	0.0	1015.0	88.22	90.2	78.49	74.34
2.0	126.0	-18.8555322449	16.2509513084	0.02	0.0	1015.5	91.86	91.46	58.94	49.38
4.0	200.0	38.9686	-123.025925	0.0	0.0	1009.86	87.5	86.62	60.63	62.42
1.0	198.0	35.7736236427	-91.924965759	0.29	0.98	1015.42	93.83	83.7	74.0	71.03
4.0	206.0	40.4431451535	-111.7053523944	0.14	0.27	1015.08	77.82	80.44	64.13	66.31
4.0	209.0	34.8522346688	-116.4176607658	0.0	0.0	1010.79	105.97	104.0	80.34	79.45
4.0	202.0	31.9405633333	-108.40953	0.08	0.0	1010.28	99.69	97.39	70.99	68.5
1.0	202.0	35.7740557524	-91.924813044	0.16	0.06	1013.87	94.21	91.57	71.72	73.29
2.0	78.0	25.8760923401	76.250070902	0.06	0.0	1011.35	92.2	88.21	65.49	64.09
1.0	179.0	41.7273783333	-74.2142633333	0.0	0.0	1020.15	85.3	84.33	58.83	60.48
3.0	217.0	32.1182061375	-110.746076543	0.0	0.46	1010.44	88.35	87.8	72.87	73.1
4.0	210.0	32.0750055	-111.334555	0.17	0.0	1009.17	101.39	103.04	79.57	81.52
4.0	208.0	32.1296305	-109.5575633333	0.24	0.33	1014.65	95.45	93.15	69.82	66.03
1.0	191.0	41.7405943362	-74.1808425268	0.06	0.0	1015.62	86.15	83.43	60.15	59.74
1.0	199.0	35.7740342729	-91.9248221535	0.08	0.29	1015.02	93.17	93.91	72.12	74.06
