9.0	305.0	37.9038305556	-122.6034194444	0.84	0.99	0.43	0.86	1017.05	59.69	59.38	62.27	60.41	49.97	51.4	54.94	55.19
9.0	355.0	37.8834429485	-122.5775806233	0.74	0.0	0.26	0.6000000000000001	1018.86	56.13	52.52	55.91	58.69	49.65	48.79	51.42	48.97
9.0	332.0	43.5191002886	-122.3349036394	0.9400000000000001	1.0	0.0	1.0	1015.0	42.02	48.83	49.29	48.01	36.22	38.82	39.32	39.87
8.0	260.0	42.8587442079	-72.7214487836	0.0	0.0	0.0	0.0	1020.98	78.58	77.67	74.83	64.44	56.35	60.12	60.77	44.28
8.0	152.0	43.5188305556	-80.0001666667	0.0	0.26	0.25	0.77	1015.07	62.37	69.18	70.16	54.59	48.16	50.4	54.44	49.25
1.0	114.0	36.87775154	-81.51750014	0.87	1.0	0.0	0.0	1015.0	60.79	63.26	72.84	67.08	45.45	52.11	49.81	36.77
9.0	308.0	34.1024829336	-118.705468151	0.0	0.0	0.0	0.0	1015.79	69.21	68.08	64.64	81.83	53.22	56.33	57.42	58.05
2.0	206.0	39.7436172367	-75.7722849771	1.0	0.99	0.44	0.0	1014.11	80.73	81.88	82.59	84.1	71.78	74.12	76.16	68.48
9.0	21.0	32.849339	35.751053	0.0	0.0	0.0	0.0	1015.0	55.7	59.31	61.1	53.91	45.77	39.5	41.3	46.29
9.0	157.0	39.9813216667	-105.1428	0.0	0.0	0.0	0.22	1017.07	73.16	79.29	80.75	73.9	56.74	54.37	50.01	45.12
9.0	153.0	19.3130363451	-99.6977612957	0.0	0.0	0.0	0.0	1006.8	72.15	70.84	67.15	73.99	48.67	49.5	48.53	47.74
7.0	256.0	45.4073302571	-75.5721831322	0.0	0.59	0.48	0.0	1021.28	75.29	70.89	77.24	82.0	47.0	53.17	58.28	50.93
4.0	253.0	43.5326207222	-72.1799643923	1.0	0.0	0.0	0.0	1027.31	56.07	57.36	58.26	86.01	41.39	38.43	44.81	63.44
3.0	246.0	44.1193118676	-79.306199957	0.0	0.0	0.0	0.0	1023.76	71.75	69.13	78.64	81.76	53.19	55.26	63.38	65.09
8.0	58.0	37.37178368	-121.88733006	0.66	0.96	0.0	0.0	1017.05	56.57	52.49	61.56	54.53	40.26	41.87	36.8	32.43
9.0	178.0	42.02788	-93.660341	0.0	1.0	1.0	1.0	1010.21	84.14	78.0	74.23	79.02	64.61	62.25	65.55	68.5
1.0	151.0	39.8872949649	-120.474076979	0.0	0.0	0.0	0.85	1015.0	56.51	67.83	74.7	65.71	39.27	41.12	43.41	38.78
3.0	255.0	45.653500353	-62.0259423282	1.0	1.0	1.0	0.0	1008.03	62.27	63.13	63.31	77.49	54.38	55.6	58.01	55.71
3.0	184.0	44.9477183819	-73.1998971664	0.12	0.0	0.78	0.0	1012.76	75.99	78.14	74.54	71.14	63.52	66.78	66.72	56.78
8.0	24.0	50.584486	-126.925409	0.0	0.0	0.0	0.0	1018.39	53.36	49.76	47.97	46.17	47.97	47.97	42.56	44.36
5.0	59.0	35.1300211048	-120.6367029627	0.77	1.0	0.17	0.47000000000000003	1020.23	62.7	60.34	60.44	55.63	52.63	53.58	45.81	42.16
8.0	275.0	35.7493027778	-78.8168638889	0.0	0.58	1.0	0.0	1017.11	81.82	80.68	77.51	89.27	65.41	69.44	64.7	65.04
3.0	199.0	38.7227833333	-90.4719616667	0.0	0.0	0.0	0.37	1016.44	94.54	86.7	86.88	91.13	72.75	68.62	70.77	70.93
8.0	247.0	43.2714429706	-2.9294588792	0.0	0.0	0.0	0.0	1015.0	76.21	80.01	85.82	82.85	59.61	57.61	57.41	63.01
3.0	275.0	42.4083560371	-85.3965525326	1.0	1.0	1.0	1.0	1017.59	65.37	59.53	59.6	78.43	57.01	49.71	43.25	65.79
11.0	271.0	51.4364179898	-0.3222600648	0.84	0.87	0.0	0.65	1018.01	67.44	68.58	68.45	63.84	56.32	55.57	57.04	53.4
1.0	91.0	46.83988853	-122.3155337	0.99	0.93	0.98	0.0	998.87	48.76	46.77	45.36	57.09	35.98	38.23	42.42	32.11
9.0	130.0	-34.6070686517	-58.4374748915	0.0	0.0	0.0	0.33	1011.49	67.29	69.4	69.6	70.36	63.46	64.61	65.9	61.74
2.0	119.0	39.9516499	-86.14161899	0.0	0.0	0.0	0.0	1025.85	60.47	57.47	64.83	65.86	30.99	40.24	40.76	45.31
9.0	334.0	37.7946777344	-122.4713134766	0.0	0.0	0.0	0.0	1020.62	62.61	62.14	59.49	65.48	47.28	46.79	44.77	55.58
9.0	305.0	36.999845	-122.0540166667	0.6000000000000001	0.99	0.27	0.13	1017.81	63.28	60.67	65.09	62.05	50.24	55.61	57.12	56.39
9.0	117.0	25.6640163342	-100.4203592614	0.25	0.0	0.2	0.74	1015.0	78.05	74.56	79.04	75.44	63.28	59.59	64.57	62.24
7.0	303.0	42.89312	-124.4947283333	0.0	1.0	1.0	1.0	1015.0	62.32	60.07	62.06	56.42	47.03	48.98	53.95	50.01
3.0	227.0	39.0655044974	-77.3035383224	0.86	0.22	0.0	0.45	1012.87	78.37	76.39	82.17	78.62	70.34	64.41	65.0	65.08
9.0	20.0	36.6518826457	-121.7442316097	0.0	0.99	0.87	0.0	1022.33	55.21	56.02	61.97	69.2	39.17	44.77	48.03	45.07
9.0	14.0	35.4629773661	-121.0259411957	1.0	0.0	1.0	1.0	1012.54	55.26	59.09	59.92	63.65	51.07	44.89	49.01	54.68
9.0	140.0	44.75516271	-69.73521566	0.0	0.0	0.0	0.0	1021.29	67.19	67.02	61.4	79.21	44.54	39.11	42.12	40.1
9.0	77.0	35.3778252651	-120.969277149	0.0	0.52	0.85	0.0	1020.79	59.81	55.38	55.29	68.22	40.32	39.75	45.82	50.47
3.0	235.0	41.5471116667	-83.7075283333	0.0	0.0	0.68	0.73	1019.86	78.98	74.79	80.29	75.71	55.31	61.46	68.57	69.58
9.0	322.0	34.0198687	-118.4808403	0.0	0.0	0.0	0.0	1019.11	76.85	72.45	78.15	71.92	56.15	59.64	60.59	53.31
3.0	232.0	40.86144353	-73.87829976	0.0	0.24	1.0	0.96	1019.98	74.17	72.62	85.15	74.41	67.08	68.52	71.47	72.07
7.0	130.0	-33.9758338928	18.4522228241	0.0	0.0	0.9	0.0	1015.0	69.62	67.44	63.28	72.13	45.77	52.83	56.75	57.67
3.0	196.0	44.0221176146	-70.2384248452	0.0	0.0	0.9400000000000001	0.71	1013.26	73.5	68.71	64.83	75.92	59.13	52.85	56.34	55.94
1.0	119.0	38.9190120431	-120.5438603438	0.0	0.0	0.19	0.0	1019.94	66.73	57.71	58.0	61.34	42.44	37.83	43.0	46.91
1.0	137.0	41.61273	-87.4531633333	0.0	0.0	0.99	0.0	1016.87	67.75	75.18	63.98	68.55	49.96	48.53	50.02	57.47
